"occur_date","occur_time","Type","x","y","hour"
2014-08-21,"20:30:00","ROBBERY-PEDESTRIAN",-84.38793,33.73176,20
2014-08-21,"7:00:00","BURGLARY-RESIDENCE",-84.49103,33.75949,7
2014-08-21,"15:50:00","LARCENY-NON VEHICLE",-84.40902,33.68274,15
2014-08-21,"12:00:00","AUTO THEFT",-84.47589,33.80517,12
2014-08-21,"15:45:00","BURGLARY-RESIDENCE",-84.43914,33.73552,15
2014-08-21,"16:20:00","AGG ASSAULT",-84.40523,33.74505,16
2014-08-21,"9:00:00","LARCENY-NON VEHICLE",-84.4108,33.73895,9
2014-08-21,"16:30:00","AGG ASSAULT",-84.39372,33.75022,16
2014-08-21,"14:30:00","LARCENY-NON VEHICLE",-84.32324,33.72602,14
2014-08-21,"14:00:00","BURGLARY-RESIDENCE",-84.35495,33.73623,14
2014-08-21,"16:30:00","LARCENY-NON VEHICLE",-84.47168,33.77587,16
2014-08-21,"11:00:00","LARCENY-FROM VEHICLE",-84.49773,33.68677,11
2014-08-21,"17:25:00","LARCENY-NON VEHICLE",-84.37075,33.84911,17
2014-08-21,"8:00:00","BURGLARY-RESIDENCE",-84.36638,33.737,8
2014-08-21,"17:40:00","LARCENY-NON VEHICLE",-84.41278,33.80388,17
2014-08-21,"16:30:00","LARCENY-FROM VEHICLE",-84.373,33.78186,16
2014-08-21,"19:00:00","BURGLARY-RESIDENCE",-84.43969,33.73507,19
2014-08-21,"13:00:00","BURGLARY-RESIDENCE",-84.4023,33.72643,13
2014-08-20,"8:30:00","BURGLARY-RESIDENCE",-84.38507,33.67268,8
2014-08-21,"0:01:00","AUTO THEFT",-84.31594,33.75416,0
2014-08-21,"15:45:00","LARCENY-FROM VEHICLE",-84.41689,33.7728,15
2014-08-21,"18:15:00","AGG ASSAULT",-84.36917,33.71523,18
2014-08-11,"18:26:00","LARCENY-NON VEHICLE",-84.3595,33.85182,18
2014-08-21,"15:30:00","BURGLARY-RESIDENCE",-84.48265,33.69869,15
2014-08-21,"7:00:00","BURGLARY-RESIDENCE",-84.42978,33.7209,7
2014-08-21,"19:10:00","LARCENY-FROM VEHICLE",-84.40182,33.74747,19
2014-08-21,"19:20:00","ROBBERY-RESIDENCE",-84.35188,33.81631,19
2014-08-21,"15:00:00","LARCENY-NON VEHICLE",-84.36704,33.73433,15
2014-08-21,"3:00:00","BURGLARY-NONRES",-84.5039,33.75873,3
2014-08-20,"19:15:00","LARCENY-NON VEHICLE",-84.47308,33.78467,19
2014-08-21,"19:58:00","ROBBERY-PEDESTRIAN",-84.42963,33.76434,19
2014-08-21,"20:00:00","LARCENY-FROM VEHICLE",-84.40237,33.73135,20
2014-08-21,"20:30:00","LARCENY-NON VEHICLE",-84.39466,33.7921,20
2014-08-21,"21:00:00","LARCENY-NON VEHICLE",-84.44648,33.71556,21
2014-08-21,"21:45:00","ROBBERY-PEDESTRIAN",-84.35467,33.75958,21
2014-08-21,"20:00:00","LARCENY-FROM VEHICLE",-84.38776,33.77543,20
2014-08-21,"22:00:00","ROBBERY-PEDESTRIAN",-84.40283,33.74173,22
2014-08-21,"20:30:00","LARCENY-FROM VEHICLE",-84.42324,33.84079,20
2014-08-15,"22:15:00","LARCENY-NON VEHICLE",-84.38116,33.74703,22
2014-08-21,"23:50:00","ROBBERY-PEDESTRIAN",-84.46812,33.75206,23
2014-08-21,"23:51:00","BURGLARY-NONRES",-84.47247,33.75317,23
2014-08-21,"23:00:00","LARCENY-FROM VEHICLE",-84.41993,33.75197,23
2014-08-21,"0:01:00","LARCENY-FROM VEHICLE",-84.50897,33.65774,0
2014-08-20,"0:05:00","ROBBERY-PEDESTRIAN",-84.3715,33.79452,0
2014-08-21,"1:40:00","BURGLARY-NONRES",-84.39375,33.67487,1
2014-08-21,"1:50:00","LARCENY-NON VEHICLE",-84.5035,33.77811,1
2014-08-21,"2:25:00","LARCENY-NON VEHICLE",-84.41708,33.76375,2
2014-08-07,"2:44:00","BURGLARY-NONRES",-84.36662,33.77103,2
2014-08-20,"2:30:00","BURGLARY-RESIDENCE",-84.39138,33.71449,2
2014-08-21,"3:05:00","ROBBERY-PEDESTRIAN",-84.36899,33.79675,3
2014-07-31,"22:30:00","LARCENY-FROM VEHICLE",-84.49091,33.6869,22
2014-08-21,"0:10:00","LARCENY-FROM VEHICLE",-84.49773,33.68677,0
2014-08-21,"8:00:00","LARCENY-NON VEHICLE",-84.42085,33.8413,8
2014-08-21,"15:30:00","AUTO THEFT",-84.42766,33.76978,15
2014-08-19,"18:00:00","ROBBERY-PEDESTRIAN",-84.38964,33.75194,18
2014-08-21,"0:01:00","AUTO THEFT",-84.48903,33.75107,0
2014-08-21,"8:10:00","LARCENY-FROM VEHICLE",-84.37034,33.67887,8
2014-08-20,"12:30:00","LARCENY-FROM VEHICLE",-84.38431,33.73839,12
2014-08-21,"20:00:00","LARCENY-NON VEHICLE",-84.36632,33.66793,20
2014-08-21,"6:00:00","LARCENY-FROM VEHICLE",-84.36968,33.7403,6
2014-08-21,"17:00:00","LARCENY-FROM VEHICLE",-84.3288,33.74734,17
2014-08-20,"22:00:00","LARCENY-FROM VEHICLE",-84.45133,33.77772,22
2014-08-16,"21:00:00","AUTO THEFT",-84.38536,33.73959,21
2014-07-20,"22:00:00","AGG ASSAULT",-84.39654,33.74083,22
2014-08-21,"12:00:00","LARCENY-NON VEHICLE",-84.37638,33.79173,12
2014-08-20,"12:00:00","BURGLARY-NONRES",-84.35364,33.74615,12
2014-08-18,"21:00:00","AUTO THEFT",-84.41421,33.73516,21
2014-08-21,"9:39:00","LARCENY-NON VEHICLE",-84.36328,33.82403,9
2014-08-20,"4:30:00","AUTO THEFT",-84.38341,33.67349,4
2014-08-20,"20:45:00","BURGLARY-RESIDENCE",-84.36252,33.76188,20
2014-08-20,"9:40:00","BURGLARY-RESIDENCE",-84.45781,33.76494,9
2014-08-20,"23:00:00","AUTO THEFT",-84.39249,33.67035,23
2014-08-21,"17:00:00","BURGLARY-RESIDENCE",-84.3718,33.76678,17
2014-08-20,"10:00:00","BURGLARY-RESIDENCE",-84.35414,33.70882,10
2014-08-21,"12:00:00","AUTO THEFT",-84.39602,33.65231,12
2014-08-19,"14:30:00","LARCENY-FROM VEHICLE",-84.35903,33.74058,14
2014-08-21,"10:57:00","LARCENY-FROM VEHICLE",-84.51204,33.65536,10
2014-08-21,"11:05:00","LARCENY-NON VEHICLE",-84.4261,33.78592,11
2014-08-20,"11:20:00","AGG ASSAULT",-84.406,33.67767,11
2014-08-20,"16:00:00","LARCENY-NON VEHICLE",-84.41344,33.71801,16
2014-08-21,"8:00:00","AUTO THEFT",-84.38316,33.78696,8
2014-08-20,"22:00:00","BURGLARY-RESIDENCE",-84.36764,33.84344,22
2014-08-20,"11:00:00","AUTO THEFT",-84.41256,33.7193,11
2014-08-20,"12:00:00","BURGLARY-NONRES",-84.39516,33.68219,12
2014-08-20,"13:00:00","AUTO THEFT",-84.37499,33.6907,13
2014-08-21,"13:21:00","BURGLARY-RESIDENCE",-84.51144,33.7493,13
2014-08-20,"14:45:00","LARCENY-NON VEHICLE",-84.35798,33.70879,14
2014-08-20,"13:15:00","AGG ASSAULT",-84.43784,33.7723,13
2014-08-21,"11:30:00","LARCENY-FROM VEHICLE",-84.3541,33.74366,11
2014-08-20,"13:50:00","LARCENY-NON VEHICLE",-84.40902,33.68274,13
2014-08-21,"13:53:00","BURGLARY-RESIDENCE",-84.33377,33.73374,13
2014-08-21,"13:50:00","BURGLARY-RESIDENCE",-84.38631,33.71439,13
2014-08-21,"14:20:00","AGG ASSAULT",-84.38406,33.81782,14
2014-08-21,"12:00:00","BURGLARY-RESIDENCE",-84.46408,33.72628,12
2014-08-17,"12:30:00","LARCENY-FROM VEHICLE",-84.37311,33.84425,12
2014-08-20,"11:30:00","AUTO THEFT",-84.36328,33.82403,11
2014-08-16,"14:00:00","LARCENY-FROM VEHICLE",-84.43763,33.74552,14
2014-08-20,"14:30:00","LARCENY-NON VEHICLE",-84.38964,33.75194,14
2014-08-04,"14:45:00","LARCENY-NON VEHICLE",-84.35467,33.7734,14
2014-08-20,"15:00:00","LARCENY-NON VEHICLE",-84.36278,33.85302,15
2014-08-20,"0:01:00","LARCENY-NON VEHICLE",-84.43849,33.75231,0
2014-08-20,"10:30:00","LARCENY-FROM VEHICLE",-84.36911,33.7464,10
2014-08-20,"22:00:00","LARCENY-NON VEHICLE",-84.43651,33.80906,22
2014-08-20,"15:40:00","AGG ASSAULT",-84.37196,33.76396,15
2014-08-20,"11:30:00","LARCENY-FROM VEHICLE",-84.37657,33.7326,11
2014-08-20,"15:50:00","LARCENY-NON VEHICLE",-84.36212,33.84676,15
2014-08-20,"17:45:00","LARCENY-FROM VEHICLE",-84.36561,33.77469,17
2014-08-20,"16:00:00","BURGLARY-RESIDENCE",-84.34028,33.75886,16
2014-08-20,"16:30:00","BURGLARY-RESIDENCE",-84.45372,33.70769,16
2014-08-20,"16:30:00","LARCENY-NON VEHICLE",-84.39669,33.68143,16
2014-08-20,"8:00:00","LARCENY-FROM VEHICLE",-84.38596,33.75889,8
2014-08-20,"23:15:00","BURGLARY-RESIDENCE",-84.44862,33.7696,23
2014-08-20,"7:30:00","LARCENY-FROM VEHICLE",-84.39346,33.75244,7
2014-08-20,"7:00:00","AUTO THEFT",-84.41959,33.72394,7
2014-08-19,"15:40:00","AUTO THEFT",-84.38047,33.78178,15
2014-08-20,"0:01:00","BURGLARY-RESIDENCE",-84.3798,33.72803,0
2014-08-20,"17:35:00","AGG ASSAULT",-84.40137,33.70768,17
2014-08-20,"17:40:00","BURGLARY-RESIDENCE",-84.45522,33.76723,17
2014-08-20,"12:30:00","BURGLARY-RESIDENCE",-84.3692,33.78606,12
2014-08-20,"17:00:00","LARCENY-FROM VEHICLE",-84.42575,33.79579,17
2014-08-19,"17:50:00","AGG ASSAULT",-84.39046,33.77129,17
2014-08-20,"8:00:00","AUTO THEFT",-84.38836,33.65302,8
2014-08-20,"18:30:00","LARCENY-NON VEHICLE",-84.37075,33.84911,18
2014-08-20,"18:30:00","AGG ASSAULT",-84.50546,33.75961,18
2014-08-20,"11:00:00","BURGLARY-RESIDENCE",-84.38547,33.85752,11
2014-08-20,"7:45:00","LARCENY-FROM VEHICLE",-84.38556,33.76045,7
2014-08-20,"19:00:00","BURGLARY-RESIDENCE",-84.37025,33.75848,19
2014-08-20,"19:07:00","AUTO THEFT",-84.41231,33.87732,19
2014-08-20,"17:00:00","LARCENY-FROM VEHICLE",-84.38789,33.78938,17
2014-08-17,"16:30:00","BURGLARY-RESIDENCE",-84.51059,33.73454,16
2014-08-20,"19:15:00","AUTO THEFT",-84.39417,33.72924,19
2014-08-20,"18:45:00","LARCENY-FROM VEHICLE",-84.36827,33.79843,18
2014-08-19,"10:00:00","LARCENY-NON VEHICLE",-84.44596,33.86675,10
2014-08-18,"20:33:00","LARCENY-NON VEHICLE",-84.47414,33.77733,20
2014-08-20,"18:35:00","LARCENY-FROM VEHICLE",-84.38426,33.76255,18
2014-08-19,"20:53:00","BURGLARY-RESIDENCE",-84.38105,33.72186,20
2014-08-20,"10:30:00","BURGLARY-RESIDENCE",-84.44317,33.73754,10
2014-08-20,"19:00:00","BURGLARY-RESIDENCE",-84.37169,33.77201,19
2014-08-20,"18:00:00","AUTO THEFT",-84.36278,33.85302,18
2014-08-17,"21:05:00","AUTO THEFT",-84.50936,33.74366,21
2014-08-20,"17:00:00","BURGLARY-NONRES",-84.3829,33.76757,17
2014-08-20,"21:20:00","ROBBERY-PEDESTRIAN",-84.50968,33.74349,21
2014-08-20,"19:00:00","LARCENY-FROM VEHICLE",-84.38152,33.73676,19
2014-08-20,"18:15:00","LARCENY-FROM VEHICLE",-84.37215,33.7543,18
2014-08-20,"21:10:00","LARCENY-FROM VEHICLE",-84.37857,33.77248,21
2014-08-20,"12:45:00","BURGLARY-RESIDENCE",-84.38105,33.72186,12
2014-08-20,"22:30:00","AGG ASSAULT",-84.49055,33.75266,22
2014-08-16,"20:00:00","LARCENY-FROM VEHICLE",-84.35102,33.77569,20
2014-08-20,"14:00:00","BURGLARY-RESIDENCE",-84.36775,33.68059,14
2014-08-17,"22:56:00","BURGLARY-NONRES",-84.29072,33.7435,22
2014-08-19,"23:17:00","AGG ASSAULT",-84.39582,33.74744,23
2014-08-20,"5:00:00","BURGLARY-RESIDENCE",-84.38706,33.67286,5
2014-08-19,"21:00:00","LARCENY-FROM VEHICLE",-84.37268,33.75452,21
2014-08-20,"23:45:00","AGG ASSAULT",-84.38986,33.75359,23
2014-08-14,"21:30:00","LARCENY-NON VEHICLE",-84.44388,33.64069,21
2014-08-20,"23:50:00","BURGLARY-RESIDENCE",-84.43631,33.72225,23
2014-08-20,"16:00:00","BURGLARY-RESIDENCE",-84.37129,33.77244,16
2014-08-19,"0:59:00","AGG ASSAULT",-84.49014,33.7582,0
2014-08-20,"1:17:00","AGG ASSAULT",-84.42079,33.73213,1
2014-08-20,"1:30:00","LARCENY-NON VEHICLE",-84.36351,33.77343,1
2014-08-20,"22:30:00","LARCENY-FROM VEHICLE",-84.36862,33.84441,22
2014-08-20,"1:40:00","LARCENY-NON VEHICLE",-84.38437,33.78601,1
2014-08-18,"2:00:00","AGG ASSAULT",-84.45369,33.7848,2
2014-08-20,"3:45:00","LARCENY-NON VEHICLE",-84.43276,33.73812,3
2014-06-30,"22:00:00","AUTO THEFT",-84.37815,33.83672,22
2014-08-16,"4:50:00","ROBBERY-COMMERCIAL",-84.4857,33.75177,4
2014-08-19,"6:00:00","AUTO THEFT",-84.37102,33.6715,6
2014-08-19,"0:15:00","AUTO THEFT",-84.46574,33.70087,0
2014-08-19,"22:00:00","BURGLARY-RESIDENCE",-84.39484,33.73829,22
2014-08-20,"21:00:00","LARCENY-FROM VEHICLE",-84.39075,33.74786,21
2014-08-20,"7:50:00","AGG ASSAULT",-84.35762,33.77421,7
2014-08-20,"22:00:00","AUTO THEFT",-84.43963,33.75793,22
2014-08-19,"5:30:00","BURGLARY-RESIDENCE",-84.49547,33.69953,5
2014-08-19,"8:00:00","LARCENY-NON VEHICLE",-84.48742,33.68841,8
2014-08-19,"17:30:00","LARCENY-FROM VEHICLE",-84.40509,33.70056,17
2014-08-20,"8:38:00","LARCENY-NON VEHICLE",-84.41278,33.80388,8
2014-08-19,"20:00:00","AUTO THEFT",-84.54368,33.70536,20
2014-08-18,"17:00:00","BURGLARY-RESIDENCE",-84.41363,33.76472,17
2014-08-20,"18:00:00","BURGLARY-NONRES",-84.36844,33.79805,18
2014-08-20,"9:50:00","AGG ASSAULT",-84.51667,33.67614,9
2014-08-20,"15:30:00","LARCENY-FROM VEHICLE",-84.39294,33.75713,15
2014-08-20,"1:54:00","LARCENY-NON VEHICLE",-84.42235,33.7846,1
2014-08-20,"23:30:00","AUTO THEFT",-84.38537,33.77785,23
2014-08-20,"10:26:00","BURGLARY-RESIDENCE",-84.35675,33.71181,10
2014-08-19,"21:00:00","BURGLARY-NONRES",-84.36989,33.77885,21
2014-08-19,"0:00:00","LARCENY-NON VEHICLE",-84.37503,33.74779,0
2014-08-19,"11:10:00","LARCENY-NON VEHICLE",-84.34863,33.75938,11
2014-08-18,"17:54:00","LARCENY-NON VEHICLE",-84.40099,33.79163,17
2014-08-20,"19:00:00","LARCENY-FROM VEHICLE",-84.35805,33.76212,19
2014-08-20,"15:00:00","LARCENY-NON VEHICLE",-84.45357,33.82115,15
2014-08-19,"11:25:00","LARCENY-NON VEHICLE",-84.42107,33.72459,11
2014-08-19,"5:00:00","AUTO THEFT",-84.43377,33.77141,5
2014-08-19,"12:00:00","LARCENY-NON VEHICLE",-84.47648,33.75118,12
2014-08-19,"10:45:00","LARCENY-NON VEHICLE",-84.38406,33.76139,10
2014-08-19,"13:03:00","LARCENY-NON VEHICLE",-84.50078,33.79392,13
2014-08-19,"2:00:00","LARCENY-FROM VEHICLE",-84.39613,33.76534,2
2014-08-19,"12:20:00","BURGLARY-RESIDENCE",-84.49595,33.74956,12
2014-08-19,"9:00:00","LARCENY-FROM VEHICLE",-84.38973,33.74505,9
2014-08-19,"13:15:00","LARCENY-FROM VEHICLE",-84.44745,33.77506,13
2014-08-19,"19:30:00","BURGLARY-RESIDENCE",-84.4708,33.8112,19
2014-08-19,"0:01:00","BURGLARY-RESIDENCE",-84.45394,33.77007,0
2014-08-19,"15:00:00","BURGLARY-RESIDENCE",-84.40464,33.7289,15
2014-08-19,"0:30:00","AUTO THEFT",-84.41554,33.68326,0
2014-08-19,"13:00:00","BURGLARY-RESIDENCE",-84.39329,33.69318,13
2014-08-19,"14:52:00","AGG ASSAULT",-84.43569,33.77014,14
2014-08-19,"14:53:00","LARCENY-NON VEHICLE",-84.46807,33.75558,14
2014-08-19,"11:00:00","LARCENY-FROM VEHICLE",-84.37788,33.74988,11
2014-08-17,"13:00:00","LARCENY-FROM VEHICLE",-84.39439,33.80586,13
2014-08-15,"14:55:00","AUTO THEFT",-84.37701,33.7032,14
2014-08-19,"15:00:00","RAPE",-84.48782,33.70649,15
2014-08-19,"10:00:00","BURGLARY-RESIDENCE",-84.38983,33.82073,10
2014-08-19,"14:30:00","LARCENY-FROM VEHICLE",-84.37211,33.75766,14
2014-08-18,"12:00:00","LARCENY-NON VEHICLE",-84.36532,33.82742,12
2014-08-19,"15:00:00","LARCENY-NON VEHICLE",-84.51621,33.69231,15
2014-08-19,"13:00:00","BURGLARY-RESIDENCE",-84.41073,33.72688,13
2014-08-18,"8:40:00","LARCENY-FROM VEHICLE",-84.39779,33.79282,8
2014-08-18,"22:30:00","LARCENY-NON VEHICLE",-84.36825,33.82239,22
2014-08-19,"16:35:00","ROBBERY-PEDESTRIAN",-84.41003,33.71807,16
2014-08-19,"14:52:00","LARCENY-FROM VEHICLE",-84.39115,33.75047,14
2014-08-18,"5:30:00","BURGLARY-RESIDENCE",-84.45149,33.70055,5
2014-08-19,"12:00:00","BURGLARY-RESIDENCE",-84.52971,33.68624,12
2014-08-19,"15:00:00","LARCENY-FROM VEHICLE",-84.34788,33.75859,15
2014-08-16,"12:00:00","LARCENY-FROM VEHICLE",-84.38723,33.773,12
2014-08-19,"3:00:00","AUTO THEFT",-84.33783,33.76034,3
2014-08-19,"18:00:00","AUTO THEFT",-84.38637,33.73442,18
2014-08-19,"18:15:00","LARCENY-NON VEHICLE",-84.40099,33.79163,18
2014-08-17,"17:00:00","LARCENY-FROM VEHICLE",-84.37285,33.74639,17
2014-08-18,"19:00:00","ROBBERY-COMMERCIAL",-84.36651,33.77351,19
2014-08-19,"7:45:00","BURGLARY-RESIDENCE",-84.36627,33.76304,7
2014-08-12,"14:00:00","BURGLARY-RESIDENCE",-84.48986,33.7526,14
2014-08-19,"12:00:00","LARCENY-FROM VEHICLE",-84.3938,33.81301,12
2014-08-19,"13:30:00","BURGLARY-RESIDENCE",-84.4376,33.75756,13
2014-08-17,"17:00:00","LARCENY-FROM VEHICLE",-84.40093,33.75021,17
2014-08-19,"19:30:00","LARCENY-FROM VEHICLE",-84.38105,33.85469,19
2014-08-19,"7:00:00","LARCENY-FROM VEHICLE",-84.35618,33.84691,7
2014-08-19,"21:15:00","AGG ASSAULT",-84.42066,33.74771,21
2014-08-19,"5:00:00","AUTO THEFT",-84.39336,33.72209,5
2014-08-19,"17:00:00","LARCENY-NON VEHICLE",-84.48265,33.69869,17
2014-08-18,"21:30:00","AGG ASSAULT",-84.37013,33.67592,21
2014-08-19,"22:00:00","LARCENY-FROM VEHICLE",-84.41829,33.77268,22
2014-08-14,"20:00:00","LARCENY-FROM VEHICLE",-84.34437,33.74013,20
2014-08-16,"22:10:00","BURGLARY-RESIDENCE",-84.40144,33.72534,22
2014-08-19,"22:40:00","LARCENY-NON VEHICLE",-84.40902,33.68274,22
2014-08-17,"11:30:00","BURGLARY-RESIDENCE",-84.44121,33.77339,11
2014-08-02,"21:00:00","AUTO THEFT",-84.31724,33.76518,21
2014-08-18,"23:00:00","ROBBERY-PEDESTRIAN",-84.38714,33.76293,23
2014-08-18,"22:20:00","LARCENY-FROM VEHICLE",-84.36308,33.82564,22
2014-08-19,"19:00:00","LARCENY-FROM VEHICLE",-84.35257,33.79282,19
2014-08-19,"23:42:00","ROBBERY-PEDESTRIAN",-84.42537,33.81136,23
2014-08-19,"7:00:00","LARCENY-FROM VEHICLE",-84.4042,33.64813,7
2014-08-18,"17:00:00","LARCENY-NON VEHICLE",-84.42915,33.65513,17
2014-05-01,"23:30:00","ROBBERY-PEDESTRIAN",-84.43922,33.7528,23
2014-08-19,"23:50:00","ROBBERY-PEDESTRIAN",-84.37971,33.77823,23
2014-08-18,"23:20:00","ROBBERY-PEDESTRIAN",-84.41438,33.75344,23
2014-08-18,"0:40:00","LARCENY-FROM VEHICLE",-84.40185,33.74981,0
2014-08-18,"21:30:00","LARCENY-FROM VEHICLE",-84.38626,33.78564,21
2014-08-19,"14:00:00","BURGLARY-RESIDENCE",-84.3862,33.73327,14
2014-08-19,"21:50:00","LARCENY-FROM VEHICLE",-84.37295,33.84709,21
2014-08-05,"22:00:00","LARCENY-FROM VEHICLE",-84.38835,33.79214,22
2014-08-19,"5:00:00","LARCENY-FROM VEHICLE",-84.35205,33.76279,5
2014-08-18,"4:45:00","ROBBERY-PEDESTRIAN",-84.49403,33.6697,4
2014-08-19,"19:30:00","LARCENY-FROM VEHICLE",-84.40668,33.79724,19
2014-08-18,"6:30:00","AGG ASSAULT",-84.37049,33.77351,6
2014-08-18,"21:30:00","ROBBERY-PEDESTRIAN",-84.39539,33.7491,21
2014-08-19,"7:00:00","BURGLARY-NONRES",-84.38586,33.71519,7
2014-08-19,"7:00:00","LARCENY-NON VEHICLE",-84.36351,33.77343,7
2014-08-19,"5:30:00","BURGLARY-RESIDENCE",-84.32793,33.72242,5
2014-08-19,"3:00:00","LARCENY-FROM VEHICLE",-84.36949,33.77251,3
2014-08-19,"19:00:00","LARCENY-FROM VEHICLE",-84.3882,33.78937,19
2014-08-18,"8:25:00","LARCENY-NON VEHICLE",-84.37983,33.70717,8
2014-08-19,"1:00:00","AUTO THEFT",-84.35805,33.69307,1
2014-08-19,"12:31:00","AUTO THEFT",-84.38686,33.74229,12
2014-07-24,"22:00:00","LARCENY-FROM VEHICLE",-84.38134,33.75902,22
2014-08-17,"18:00:00","BURGLARY-RESIDENCE",-84.45282,33.76343,18
2014-08-16,"15:00:00","BURGLARY-RESIDENCE",-84.38078,33.70886,15
2014-08-18,"15:45:00","LARCENY-NON VEHICLE",-84.37771,33.66116,15
2014-08-18,"10:40:00","LARCENY-NON VEHICLE",-84.39201,33.7532,10
2014-08-18,"17:00:00","BURGLARY-RESIDENCE",-84.43572,33.75813,17
2014-08-18,"20:00:00","LARCENY-FROM VEHICLE",-84.38069,33.76896,20
2014-08-18,"9:14:00","LARCENY-FROM VEHICLE",-84.40256,33.77236,9
2014-08-18,"10:00:00","LARCENY-NON VEHICLE",-84.371,33.79392,10
2014-08-18,"18:00:00","LARCENY-NON VEHICLE",-84.45357,33.82115,18
2014-08-18,"12:00:00","BURGLARY-RESIDENCE",-84.45906,33.74978,12
2014-08-18,"15:00:00","LARCENY-FROM VEHICLE",-84.38045,33.80991,15
2014-08-18,"12:00:00","LARCENY-NON VEHICLE",-84.35467,33.7734,12
2014-08-18,"8:00:00","LARCENY-NON VEHICLE",-84.35739,33.75213,8
2014-08-18,"22:30:00","LARCENY-FROM VEHICLE",-84.37548,33.77111,22
2014-08-17,"21:00:00","AUTO THEFT",-84.34491,33.76024,21
2014-08-18,"12:00:00","LARCENY-NON VEHICLE",-84.39568,33.76206,12
2014-08-18,"7:00:00","BURGLARY-NONRES",-84.40219,33.74651,7
2014-08-18,"13:00:00","LARCENY-FROM VEHICLE",-84.40276,33.78289,13
2014-08-17,"13:40:00","LARCENY-NON VEHICLE",-84.38752,33.7805,13
2014-08-18,"21:00:00","LARCENY-FROM VEHICLE",-84.38591,33.71439,21
2014-08-18,"12:15:00","LARCENY-NON VEHICLE",-84.3741,33.84847,12
2014-08-18,"13:45:00","LARCENY-NON VEHICLE",-84.43276,33.73812,13
2014-08-18,"9:30:00","LARCENY-FROM VEHICLE",-84.38715,33.7863,9
2014-08-18,"14:00:00","LARCENY-NON VEHICLE",-84.40141,33.7472,14
2014-08-16,"0:01:00","BURGLARY-RESIDENCE",-84.485,33.76173,0
2014-08-18,"13:30:00","BURGLARY-RESIDENCE",-84.44846,33.77699,13
2014-08-18,"12:00:00","AUTO THEFT",-84.41628,33.84874,12
2014-08-18,"13:45:00","BURGLARY-RESIDENCE",-84.42043,33.75196,13
2014-08-18,"9:00:00","LARCENY-NON VEHICLE",-84.3867,33.75757,9
2014-08-17,"15:30:00","LARCENY-NON VEHICLE",-84.36212,33.84676,15
2014-08-18,"10:30:00","BURGLARY-RESIDENCE",-84.41901,33.75196,10
2014-07-28,"15:40:00","LARCENY-NON VEHICLE",-84.36212,33.84676,15
2014-08-16,"12:00:00","BURGLARY-RESIDENCE",-84.38105,33.72186,12
2014-08-17,"16:30:00","LARCENY-FROM VEHICLE",-84.35588,33.71285,16
2014-08-18,"16:30:00","LARCENY-NON VEHICLE",-84.40902,33.68274,16
2014-08-18,"9:00:00","LARCENY-NON VEHICLE",-84.44183,33.71927,9
2014-08-18,"16:50:00","LARCENY-NON VEHICLE",-84.41838,33.73646,16
2014-08-18,"3:00:00","BURGLARY-RESIDENCE",-84.39544,33.72583,3
2014-08-18,"15:00:00","LARCENY-FROM VEHICLE",-84.315,33.74375,15
2014-08-18,"16:30:00","LARCENY-NON VEHICLE",-84.3499,33.77135,16
2014-08-16,"17:08:00","AGG ASSAULT",-84.34879,33.7486,17
2014-08-18,"9:00:00","AUTO THEFT",-84.49704,33.7318,9
2014-08-18,"17:30:00","LARCENY-NON VEHICLE",-84.39976,33.7903,17
2014-08-18,"9:00:00","LARCENY-FROM VEHICLE",-84.39294,33.75713,9
2014-08-18,"16:00:00","BURGLARY-RESIDENCE",-84.50299,33.67051,16
2014-08-18,"18:20:00","LARCENY-NON VEHICLE",-84.3654,33.84743,18
2014-08-18,"6:00:00","BURGLARY-RESIDENCE",-84.41797,33.70392,6
2014-08-18,"18:30:00","RAPE",-84.37899,33.71032,18
2014-08-18,"20:30:00","AUTO THEFT",-84.36402,33.74412,20
2014-08-18,"12:00:00","BURGLARY-RESIDENCE",-84.42352,33.74658,12
2014-08-18,"17:00:00","LARCENY-FROM VEHICLE",-84.38307,33.78152,17
2014-08-18,"21:00:00","LARCENY-FROM VEHICLE",-84.37075,33.84911,21
2014-08-18,"18:15:00","LARCENY-FROM VEHICLE",-84.39198,33.75243,18
2014-08-18,"19:30:00","LARCENY-NON VEHICLE",-84.36212,33.84676,19
2014-05-09,"19:00:00","LARCENY-FROM VEHICLE",-84.38393,33.75735,19
2014-08-18,"21:00:00","LARCENY-NON VEHICLE",-84.43407,33.73856,21
2014-08-18,"20:45:00","LARCENY-NON VEHICLE",-84.36212,33.84676,20
2014-08-18,"21:30:00","ROBBERY-PEDESTRIAN",-84.40383,33.72492,21
2014-07-01,"18:45:00","LARCENY-FROM VEHICLE",-84.42057,33.81187,18
2014-08-18,"19:50:00","LARCENY-FROM VEHICLE",-84.38686,33.79129,19
2014-08-18,"20:00:00","BURGLARY-RESIDENCE",-84.41601,33.67597,20
2014-08-04,"17:00:00","LARCENY-FROM VEHICLE",-84.39604,33.70588,17
2014-08-16,"20:00:00","BURGLARY-RESIDENCE",-84.37601,33.70041,20
2014-08-16,"19:00:00","BURGLARY-RESIDENCE",-84.40523,33.74505,19
2014-08-18,"22:30:00","ROBBERY-PEDESTRIAN",-84.50383,33.75375,22
2014-08-17,"22:30:00","ROBBERY-PEDESTRIAN",-84.51113,33.65696,22
