"occur_date","occur_time","Type","x","y","hour"
2014-12-19,"16:50:00","BURGLARY-RESIDENCE",-84.49081,33.75392,16
2014-12-20,"18:00:00","LARCENY-FROM VEHICLE",-84.41153,33.79918,18
2014-12-19,"16:45:00","AGG ASSAULT",-84.39079,33.71347,16
2014-12-19,"15:30:00","BURGLARY-RESIDENCE",-84.33644,33.75546,15
2014-12-19,"15:30:00","LARCENY-NON VEHICLE",-84.493,33.7538,15
2014-12-19,"16:55:00","ROBBERY-PEDESTRIAN",-84.40523,33.74505,16
2014-12-19,"9:00:00","BURGLARY-RESIDENCE",-84.43255,33.76722,9
2014-12-19,"17:30:00","AUTO THEFT",-84.50145,33.76849,17
2014-12-19,"7:00:00","BURGLARY-RESIDENCE",-84.42971,33.733,7
2014-12-19,"18:05:00","AGG ASSAULT",-84.36841,33.71874,18
2014-12-19,"16:00:00","BURGLARY-RESIDENCE",-84.46813,33.81158,16
2014-12-19,"18:20:00","BURGLARY-RESIDENCE",-84.4996,33.77716,18
2014-12-19,"16:50:00","LARCENY-NON VEHICLE",-84.39133,33.75186,16
2014-12-19,"18:43:00","LARCENY-NON VEHICLE",-84.39635,33.75733,18
2014-12-19,"8:30:00","LARCENY-FROM VEHICLE",-84.38986,33.75359,8
2014-12-19,"6:00:00","BURGLARY-RESIDENCE",-84.34501,33.75795,6
2014-12-19,"17:15:00","LARCENY-FROM VEHICLE",-84.3676,33.77973,17
2014-12-19,"21:30:00","LARCENY-NON VEHICLE",-84.44198,33.73173,21
2014-12-19,"19:10:00","AUTO THEFT",-84.39351,33.67287,19
2014-12-19,"19:00:00","BURGLARY-RESIDENCE",-84.51144,33.7493,19
2014-12-19,"15:45:00","LARCENY-FROM VEHICLE",-84.36635,33.68951,15
2014-12-19,"19:00:00","LARCENY-FROM VEHICLE",-84.38089,33.84352,19
2014-12-19,"19:55:00","LARCENY-NON VEHICLE",-84.39779,33.79282,19
2014-12-19,"15:00:00","BURGLARY-RESIDENCE",-84.40755,33.74662,15
2014-12-19,"9:30:00","BURGLARY-RESIDENCE",-84.51059,33.73454,9
2014-12-19,"21:00:00","LARCENY-FROM VEHICLE",-84.50859,33.655,21
2014-12-07,"21:30:00","AGG ASSAULT",-84.43661,33.71409,21
2014-12-19,"21:40:00","LARCENY-NON VEHICLE",-84.36212,33.84676,21
2014-12-19,"21:20:00","ROBBERY-PEDESTRIAN",-84.41734,33.76366,21
2014-12-19,"19:45:00","AUTO THEFT",-84.37115,33.75622,19
2014-12-19,"21:00:00","LARCENY-FROM VEHICLE",-84.35373,33.7808,21
2014-12-19,"23:30:00","AGG ASSAULT",-84.41564,33.73592,23
2014-12-19,"10:00:00","LARCENY-FROM VEHICLE",-84.35663,33.77351,10
2014-12-19,"22:20:00","LARCENY-NON VEHICLE",-84.3834,33.75895,22
2014-12-19,"22:50:00","AUTO THEFT",-84.40835,33.78196,22
2014-12-19,"22:56:00","BURGLARY-NONRES",-84.40766,33.68243,22
2014-12-19,"22:45:00","LARCENY-FROM VEHICLE",-84.36351,33.77343,22
2014-12-18,"22:00:00","LARCENY-FROM VEHICLE",-84.38273,33.7329,22
2014-12-19,"22:00:00","LARCENY-FROM VEHICLE",-84.35347,33.77792,22
2014-12-19,"23:00:00","LARCENY-FROM VEHICLE",-84.34989,33.7664,23
2014-12-19,"19:15:00","LARCENY-NON VEHICLE",-84.44388,33.64069,19
2014-12-19,"17:45:00","BURGLARY-RESIDENCE",-84.41636,33.75332,17
2014-12-04,"20:00:00","LARCENY-NON VEHICLE",-84.3834,33.75895,20
2014-12-18,"23:00:00","LARCENY-FROM VEHICLE",-84.38997,33.75543,23
2014-12-19,"0:40:00","ROBBERY-PEDESTRIAN",-84.4691,33.79462,0
2014-12-19,"1:00:00","ROBBERY-PEDESTRIAN",-84.3525,33.77542,1
2014-12-18,"1:00:00","AGG ASSAULT",-84.46644,33.74899,1
2014-12-19,"17:00:00","AUTO THEFT",-84.35849,33.70979,17
2014-12-19,"3:30:00","LARCENY-FROM VEHICLE",-84.38537,33.77785,3
2014-11-18,"18:00:00","LARCENY-FROM VEHICLE",-84.38898,33.75777,18
2014-12-19,"0:10:00","LARCENY-FROM VEHICLE",-84.389,33.76332,0
2014-12-19,"2:08:00","AGG ASSAULT",-84.3998,33.72303,2
2014-12-19,"21:00:00","LARCENY-FROM VEHICLE",-84.38989,33.75882,21
2014-12-19,"2:32:00","ROBBERY-PEDESTRIAN",-84.37247,33.77159,2
2014-12-19,"1:40:00","BURGLARY-RESIDENCE",-84.49317,33.70514,1
2014-12-19,"23:00:00","AUTO THEFT",-84.40097,33.74861,23
2014-12-18,"2:30:00","LARCENY-FROM VEHICLE",-84.3503,33.82389,2
2014-12-02,"0:01:00","LARCENY-NON VEHICLE",-84.37551,33.841,0
2014-12-18,"3:17:00","LARCENY-NON VEHICLE",-84.3631,33.77386,3
2014-12-19,"2:00:00","LARCENY-NON VEHICLE",-84.35587,33.65504,2
2014-12-19,"2:50:00","ROBBERY-PEDESTRIAN",-84.3998,33.72303,2
2014-12-19,"3:30:00","AUTO THEFT",-84.36653,33.72857,3
2014-08-30,"3:00:00","LARCENY-NON VEHICLE",-84.36633,33.84779,3
2014-12-19,"4:23:00","BURGLARY-NONRES",-84.53567,33.69625,4
2014-12-15,"3:00:00","ROBBERY-PEDESTRIAN",-84.37405,33.76286,3
2014-12-19,"5:13:00","BURGLARY-NONRES",-84.41278,33.80388,5
2014-12-19,"5:40:00","BURGLARY-NONRES",-84.49773,33.68677,5
2014-12-12,"6:45:00","AGG ASSAULT",-84.41619,33.67479,6
2014-12-18,"3:00:00","AUTO THEFT",-84.48265,33.69869,3
2014-12-18,"21:15:00","AUTO THEFT",-84.36599,33.76094,21
2014-12-18,"7:45:00","LARCENY-NON VEHICLE",-84.38685,33.83463,7
2014-12-18,"21:30:00","LARCENY-FROM VEHICLE",-84.40195,33.75195,21
2014-12-18,"21:30:00","AUTO THEFT",-84.50777,33.68415,21
2014-12-18,"20:00:00","LARCENY-FROM VEHICLE",-84.46929,33.74833,20
2014-12-18,"9:30:00","ROBBERY-PEDESTRIAN",-84.44793,33.82117,9
2014-10-31,"0:30:00","LARCENY-FROM VEHICLE",-84.34977,33.82363,0
2014-12-18,"9:00:00","BURGLARY-RESIDENCE",-84.46847,33.77115,9
2014-12-18,"2:00:00","LARCENY-FROM VEHICLE",-84.40924,33.7269,2
2014-12-19,"18:00:00","BURGLARY-NONRES",-84.3826,33.76491,18
2014-12-18,"19:00:00","LARCENY-FROM VEHICLE",-84.40419,33.74092,19
2014-12-19,"10:00:00","LARCENY-NON VEHICLE",-84.40496,33.75194,10
2014-12-18,"5:30:00","LARCENY-FROM VEHICLE",-84.3625,33.85088,5
2014-12-19,"23:30:00","AUTO THEFT",-84.37113,33.77866,23
2014-12-19,"0:01:00","BURGLARY-RESIDENCE",-84.37152,33.68149,0
2014-12-19,"12:00:00","LARCENY-FROM VEHICLE",-84.39981,33.86845,12
2014-12-19,"23:00:00","AUTO THEFT",-84.46026,33.78421,23
2014-12-19,"11:00:00","BURGLARY-RESIDENCE",-84.50024,33.79361,11
2014-12-19,"16:00:00","AUTO THEFT",-84.3775,33.85152,16
2014-12-19,"12:05:00","LARCENY-NON VEHICLE",-84.42157,33.69745,12
2014-12-18,"9:20:00","LARCENY-FROM VEHICLE",-84.37984,33.75279,9
2014-12-17,"12:00:00","BURGLARY-RESIDENCE",-84.43973,33.73428,12
2014-12-18,"19:30:00","LARCENY-FROM VEHICLE",-84.36751,33.7391,19
2014-12-18,"3:00:00","AUTO THEFT",-84.37601,33.75454,3
2014-12-18,"18:00:00","BURGLARY-NONRES",-84.40869,33.80077,18
2014-12-18,"13:00:00","BURGLARY-NONRES",-84.49588,33.6668,13
2014-12-18,"11:00:00","LARCENY-FROM VEHICLE",-84.38986,33.75359,11
2014-12-18,"14:00:00","AUTO THEFT",-84.38415,33.71202,14
2014-12-18,"22:00:00","LARCENY-FROM VEHICLE",-84.40791,33.80121,22
2014-12-18,"13:00:00","AUTO THEFT",-84.50595,33.6955,13
2014-12-18,"9:00:00","BURGLARY-RESIDENCE",-84.4368,33.72336,9
2014-12-18,"22:00:00","LARCENY-NON VEHICLE",-84.4075,33.70158,22
2014-12-18,"14:00:00","AUTO THEFT",-84.35628,33.70559,14
2014-12-18,"7:00:00","BURGLARY-RESIDENCE",-84.40755,33.74662,7
2014-12-18,"13:00:00","AUTO THEFT",-84.37186,33.75275,13
2014-12-18,"14:15:00","LARCENY-FROM VEHICLE",-84.392,33.87583,14
2014-12-18,"14:50:00","AUTO THEFT",-84.38212,33.87434,14
2014-12-20,"15:00:00","BURGLARY-RESIDENCE",-84.40242,33.73153,15
2014-12-18,"3:00:00","AUTO THEFT",-84.36751,33.7506,3
2014-12-18,"10:30:00","BURGLARY-RESIDENCE",-84.44276,33.73047,10
2014-12-18,"6:15:00","LARCENY-FROM VEHICLE",-84.41015,33.78016,6
2014-12-18,"16:00:00","LARCENY-NON VEHICLE",-84.36278,33.85302,16
2014-12-18,"23:30:00","LARCENY-FROM VEHICLE",-84.38881,33.7795,23
2014-12-18,"17:00:00","AGG ASSAULT",-84.35687,33.82675,17
2014-12-18,"17:00:00","AGG ASSAULT",-84.37991,33.78169,17
2014-12-18,"16:30:00","LARCENY-FROM VEHICLE",-84.41751,33.7398,16
2014-12-18,"12:00:00","BURGLARY-RESIDENCE",-84.5247,33.66377,12
2014-12-18,"18:00:00","BURGLARY-RESIDENCE",-84.42716,33.71965,18
2014-12-18,"3:00:00","BURGLARY-RESIDENCE",-84.4011,33.80312,3
2014-12-18,"18:35:00","ROBBERY-PEDESTRIAN",-84.40928,33.72804,18
2014-12-18,"18:40:00","BURGLARY-RESIDENCE",-84.40177,33.73396,18
2014-12-17,"19:30:00","BURGLARY-RESIDENCE",-84.42544,33.72896,19
2014-12-18,"19:00:00","ROBBERY-PEDESTRIAN",-84.38895,33.77101,19
2014-12-18,"15:00:00","AUTO THEFT",-84.37414,33.70695,15
2014-12-18,"18:00:00","BURGLARY-RESIDENCE",-84.38286,33.68458,18
2014-12-18,"19:00:00","LARCENY-NON VEHICLE",-84.40817,33.70228,19
2014-12-18,"19:42:00","LARCENY-NON VEHICLE",-84.47292,33.7881,19
2014-12-18,"15:30:00","BURGLARY-RESIDENCE",-84.4011,33.80312,15
2014-12-18,"19:50:00","AUTO THEFT",-84.45372,33.76373,19
2014-12-18,"16:00:00","LARCENY-FROM VEHICLE",-84.39261,33.75387,16
2014-12-18,"18:00:00","BURGLARY-RESIDENCE",-84.37857,33.77248,18
2014-12-18,"12:00:00","AUTO THEFT",-84.4225,33.75026,12
2014-12-18,"14:00:00","AUTO THEFT",-84.3291,33.74752,14
2014-12-18,"19:00:00","BURGLARY-RESIDENCE",-84.41149,33.75732,19
2014-12-18,"20:24:00","ROBBERY-PEDESTRIAN",-84.49374,33.76793,20
2014-12-15,"13:30:00","LARCENY-FROM VEHICLE",-84.39167,33.75819,13
2014-12-18,"14:00:00","LARCENY-FROM VEHICLE",-84.50465,33.76354,14
2014-12-18,"15:00:00","LARCENY-FROM VEHICLE",-84.40252,33.75267,15
2014-12-18,"15:00:00","AUTO THEFT",-84.40283,33.75287,15
2014-12-18,"20:36:00","AGG ASSAULT",-84.45456,33.70527,20
2014-12-18,"20:45:00","ROBBERY-PEDESTRIAN",-84.40562,33.68946,20
2014-12-17,"21:08:00","ROBBERY-PEDESTRIAN",-84.47281,33.77555,21
2014-12-17,"18:30:00","LARCENY-FROM VEHICLE",-84.35766,33.81215,18
2014-12-18,"16:45:00","LARCENY-FROM VEHICLE",-84.38992,33.7573,16
2014-12-17,"18:00:00","LARCENY-FROM VEHICLE",-84.37423,33.74652,18
2014-11-27,"22:00:00","LARCENY-NON VEHICLE",-84.3928,33.72287,22
2014-12-18,"18:35:00","LARCENY-FROM VEHICLE",-84.44953,33.76825,18
2014-12-18,"15:00:00","BURGLARY-RESIDENCE",-84.44888,33.79361,15
2014-12-16,"18:30:00","LARCENY-FROM VEHICLE",-84.36899,33.79709,18
2014-12-18,"15:30:00","AUTO THEFT",-84.38608,33.75841,15
2014-12-18,"21:40:00","AGG ASSAULT",-84.40618,33.72866,21
2014-12-18,"8:00:00","BURGLARY-RESIDENCE",-84.37442,33.75932,8
2014-12-17,"13:00:00","LARCENY-FROM VEHICLE",-84.38452,33.7572,13
2014-12-18,"21:00:00","LARCENY-FROM VEHICLE",-84.35343,33.81517,21
2014-12-18,"18:45:00","AUTO THEFT",-84.41208,33.7858,18
2014-08-01,"21:30:00","LARCENY-FROM VEHICLE",-84.36902,33.79721,21
2014-12-18,"22:53:00","LARCENY-NON VEHICLE",-84.34813,33.75605,22
2014-12-18,"20:30:00","BURGLARY-RESIDENCE",-84.40523,33.74505,20
2014-12-18,"19:00:00","LARCENY-FROM VEHICLE",-84.38556,33.76045,19
2014-12-18,"20:00:00","LARCENY-FROM VEHICLE",-84.38089,33.75784,20
2014-12-17,"15:00:00","LARCENY-NON VEHICLE",-84.4777,33.80183,15
2014-11-10,"21:40:00","AUTO THEFT",-84.34418,33.73932,21
2014-12-18,"23:45:00","BURGLARY-NONRES",-84.40766,33.68243,23
2014-12-17,"22:15:00","LARCENY-FROM VEHICLE",-84.38288,33.77567,22
2014-12-11,"8:15:00","LARCENY-NON VEHICLE",-84.44435,33.64072,8
2014-12-18,"0:00:00","BURGLARY-RESIDENCE",-84.4059,33.68116,0
2014-12-16,"22:30:00","AUTO THEFT",-84.38973,33.78004,22
2014-12-17,"0:25:00","AGG ASSAULT",-84.35416,33.77222,0
2014-12-17,"0:45:00","BURGLARY-RESIDENCE",-84.42443,33.72547,0
2014-12-18,"13:30:00","BURGLARY-RESIDENCE",-84.37442,33.75932,13
2014-12-17,"1:15:00","LARCENY-FROM VEHICLE",-84.3809,33.83817,1
2014-12-18,"17:30:00","LARCENY-FROM VEHICLE",-84.37634,33.83484,17
2014-12-17,"14:45:00","AUTO THEFT",-84.37673,33.74798,14
2014-12-18,"22:00:00","AUTO THEFT",-84.3904,33.67272,22
2014-12-17,"0:00:00","LARCENY-FROM VEHICLE",-84.37234,33.75448,0
2014-12-17,"3:41:00","BURGLARY-RESIDENCE",-84.38969,33.81365,3
2014-12-18,"3:15:00","ROBBERY-PEDESTRIAN",-84.40343,33.77298,3
2014-12-17,"0:30:00","LARCENY-FROM VEHICLE",-84.37533,33.77468,0
2014-12-01,"21:30:00","BURGLARY-RESIDENCE",-84.51701,33.66122,21
2014-12-17,"5:30:00","ROBBERY-PEDESTRIAN",-84.34923,33.74534,5
2014-11-27,"15:15:00","LARCENY-FROM VEHICLE",-84.35082,33.81806,15
2014-12-15,"13:00:00","LARCENY-FROM VEHICLE",-84.38389,33.75957,13
2014-12-14,"7:40:00","LARCENY-FROM VEHICLE",-84.39009,33.75934,7
2014-12-17,"19:30:00","LARCENY-FROM VEHICLE",-84.39523,33.77102,19
2014-12-17,"22:30:00","LARCENY-FROM VEHICLE",-84.35947,33.848,22
2014-12-17,"22:00:00","LARCENY-FROM VEHICLE",-84.35969,33.76248,22
2014-12-17,"22:00:00","LARCENY-FROM VEHICLE",-84.34977,33.82363,22
2014-12-17,"0:01:00","LARCENY-FROM VEHICLE",-84.29336,33.75182,0
2014-12-17,"9:20:00","AUTO THEFT",-84.35026,33.75251,9
2014-12-17,"1:00:00","LARCENY-NON VEHICLE",-84.35296,33.77392,1
2014-12-17,"18:00:00","AUTO THEFT",-84.32297,33.76174,18
2014-12-17,"21:00:00","AUTO THEFT",-84.37089,33.84743,21
2014-12-17,"11:00:00","LARCENY-FROM VEHICLE",-84.36612,33.6558,11
2014-12-17,"21:00:00","BURGLARY-RESIDENCE",-84.45594,33.70062,21
2014-12-17,"22:30:00","AUTO THEFT",-84.40262,33.73805,22
2014-12-17,"0:30:00","LARCENY-FROM VEHICLE",-84.36714,33.83346,0
2014-12-17,"21:00:00","LARCENY-FROM VEHICLE",-84.38134,33.75902,21
2014-12-17,"7:52:00","AGG ASSAULT",-84.35805,33.69307,7
2014-12-17,"10:45:00","LARCENY-FROM VEHICLE",-84.37421,33.83468,10
2014-12-17,"22:00:00","AUTO THEFT",-84.47308,33.78467,22
2014-12-17,"15:30:00","LARCENY-FROM VEHICLE",-84.39568,33.76206,15
2014-12-17,"1:00:00","LARCENY-FROM VEHICLE",-84.39339,33.80389,1
2014-12-17,"3:08:00","ROBBERY-PEDESTRIAN",-84.38772,33.77822,3
2014-12-17,"14:00:00","BURGLARY-RESIDENCE",-84.35263,33.79493,14
2014-12-17,"2:00:00","AUTO THEFT",-84.38161,33.8349,2
2014-12-15,"12:15:00","LARCENY-NON VEHICLE",-84.51009,33.6552,12
2014-12-17,"19:00:00","LARCENY-FROM VEHICLE",-84.38926,33.75515,19
2014-12-17,"18:00:00","LARCENY-NON VEHICLE",-84.42961,33.79202,18
2014-12-17,"4:30:00","LARCENY-FROM VEHICLE",-84.38134,33.75902,4
2014-12-17,"12:35:00","ROBBERY-PEDESTRIAN",-84.48624,33.75532,12
2014-12-17,"12:45:00","BURGLARY-NONRES",-84.5006,33.75799,12
2014-11-15,"17:00:00","LARCENY-NON VEHICLE",-84.4254,33.7468,17
2014-12-17,"23:00:00","BURGLARY-RESIDENCE",-84.52126,33.6916,23
2014-12-16,"22:00:00","ROBBERY-PEDESTRIAN",-84.36639,33.81186,22
2014-12-14,"18:00:00","LARCENY-FROM VEHICLE",-84.38532,33.85062,18
2014-12-17,"12:00:00","AGG ASSAULT",-84.47843,33.7535,12
2014-12-17,"10:10:00","BURGLARY-RESIDENCE",-84.47373,33.77096,10
2014-12-17,"13:30:00","LARCENY-FROM VEHICLE",-84.41757,33.83711,13
2014-12-17,"13:00:00","LARCENY-FROM VEHICLE",-84.38632,33.77935,13
2014-12-17,"2:00:00","LARCENY-NON VEHICLE",-84.36351,33.80832,2
2014-12-17,"15:00:00","BURGLARY-RESIDENCE",-84.35947,33.75522,15
2014-12-17,"17:00:00","BURGLARY-RESIDENCE",-84.37643,33.87479,17
2014-12-17,"18:45:00","AUTO THEFT",-84.37673,33.74798,18
2014-11-17,"18:00:00","AUTO THEFT",-84.46804,33.77575,18
2014-12-17,"18:00:00","LARCENY-NON VEHICLE",-84.38036,33.75503,18
2014-12-13,"12:15:00","LARCENY-FROM VEHICLE",-84.42035,33.81147,12
2014-12-16,"15:10:00","LARCENY-NON VEHICLE",-84.38023,33.77067,15
2014-12-17,"15:00:00","ROBBERY-PEDESTRIAN",-84.46759,33.77596,15
2014-12-16,"22:30:00","LARCENY-FROM VEHICLE",-84.39925,33.78332,22
2014-12-17,"15:00:00","LARCENY-FROM VEHICLE",-84.38948,33.75328,15
2014-12-17,"10:30:00","AUTO THEFT",-84.43651,33.80906,10
2014-12-15,"12:00:00","LARCENY-FROM VEHICLE",-84.40445,33.75389,12
2014-12-17,"21:00:00","LARCENY-NON VEHICLE",-84.38428,33.74152,21
2014-12-17,"15:00:00","LARCENY-FROM VEHICLE",-84.37993,33.78297,15
2014-12-17,"16:20:00","AGG ASSAULT",-84.45264,33.70067,16
2014-12-17,"16:28:00","AGG ASSAULT",-84.35796,33.7126,16
2014-12-17,"23:00:00","LARCENY-FROM VEHICLE",-84.35049,33.77162,23
2014-12-17,"15:30:00","LARCENY-FROM VEHICLE",-84.36011,33.71682,15
2014-12-12,"15:30:00","LARCENY-FROM VEHICLE",-84.3864,33.75879,15
2014-12-17,"8:00:00","LARCENY-FROM VEHICLE",-84.3861,33.75714,8
2014-12-17,"16:44:00","BURGLARY-RESIDENCE",-84.41368,33.76239,16
2014-12-16,"15:15:00","LARCENY-FROM VEHICLE",-84.38782,33.78458,15
2014-12-17,"16:00:00","LARCENY-FROM VEHICLE",-84.30651,33.75135,16
2014-12-17,"23:00:00","BURGLARY-RESIDENCE",-84.49025,33.75328,23
2014-12-11,"18:00:00","LARCENY-FROM VEHICLE",-84.37498,33.7478,18
2014-12-17,"17:00:00","LARCENY-FROM VEHICLE",-84.41017,33.70278,17
2014-12-16,"21:00:00","LARCENY-NON VEHICLE",-84.4793,33.75431,21
2014-12-14,"12:30:00","AUTO THEFT",-84.40427,33.76005,12
2014-12-16,"17:00:00","LARCENY-NON VEHICLE",-84.38964,33.75194,17
2014-12-17,"10:30:00","LARCENY-FROM VEHICLE",-84.40123,33.75082,10
2014-12-13,"18:30:00","BURGLARY-RESIDENCE",-84.34892,33.81404,18
2014-12-17,"11:30:00","BURGLARY-RESIDENCE",-84.49724,33.70149,11
2014-12-16,"19:15:00","LARCENY-NON VEHICLE",-84.37206,33.76421,19
2014-12-16,"19:25:00","BURGLARY-RESIDENCE",-84.39789,33.72231,19
2014-11-23,"16:00:00","BURGLARY-RESIDENCE",-84.36097,33.73434,16
2014-12-17,"15:45:00","LARCENY-FROM VEHICLE",-84.38263,33.77952,15
2014-12-16,"19:40:00","LARCENY-NON VEHICLE",-84.34863,33.75938,19
2014-12-17,"20:30:00","AGG ASSAULT",-84.47292,33.7881,20
2014-12-17,"17:30:00","LARCENY-FROM VEHICLE",-84.35324,33.78306,17
2014-12-17,"20:30:00","BURGLARY-NONRES",-84.38315,33.8473,20
2014-12-17,"8:00:00","BURGLARY-RESIDENCE",-84.51109,33.73158,8
2014-12-16,"12:00:00","BURGLARY-RESIDENCE",-84.44416,33.71601,12
2014-12-16,"20:50:00","BURGLARY-RESIDENCE",-84.36371,33.6862,20
2014-12-16,"22:00:00","LARCENY-FROM VEHICLE",-84.35947,33.848,22
2014-12-16,"17:00:00","AUTO THEFT",-84.35849,33.70979,17
2014-12-17,"21:30:00","AGG ASSAULT",-84.41835,33.76726,21
2014-12-17,"12:45:00","AUTO THEFT",-84.40913,33.78238,12
2014-12-16,"12:30:00","LARCENY-NON VEHICLE",-84.37138,33.77834,12
2014-12-16,"18:00:00","BURGLARY-NONRES",-84.35217,33.74583,18
2014-12-16,"22:30:00","AGG ASSAULT",-84.39276,33.66783,22
2014-12-17,"20:15:00","AUTO THEFT",-84.39201,33.76334,20
2014-12-16,"22:50:00","ROBBERY-COMMERCIAL",-84.40772,33.69749,22
2014-12-17,"14:00:00","LARCENY-FROM VEHICLE",-84.36351,33.78175,14
2014-12-16,"21:45:00","AUTO THEFT",-84.40488,33.7399,21
2014-12-16,"19:00:00","LARCENY-FROM VEHICLE",-84.3873,33.77754,19
2014-12-16,"21:00:00","BURGLARY-RESIDENCE",-84.35822,33.84221,21
2014-10-07,"22:00:00","BURGLARY-RESIDENCE",-84.49389,33.78241,22
2014-12-16,"0:01:00","LARCENY-FROM VEHICLE",-84.40008,33.78457,0
2014-12-16,"1:00:00","LARCENY-FROM VEHICLE",-84.38946,33.78123,1
2014-12-16,"22:30:00","AUTO THEFT",-84.41208,33.7858,22
2014-12-16,"0:45:00","ROBBERY-PEDESTRIAN",-84.3714,33.77097,0
2014-12-16,"12:30:00","BURGLARY-RESIDENCE",-84.47425,33.75381,12
2014-12-16,"21:30:00","LARCENY-FROM VEHICLE",-84.29966,33.75044,21
2014-12-16,"17:00:00","LARCENY-FROM VEHICLE",-84.38126,33.85414,17
2014-12-16,"0:15:00","AUTO THEFT",-84.38628,33.78456,0
2014-12-16,"21:30:00","BURGLARY-RESIDENCE",-84.35888,33.68861,21
2014-12-16,"22:00:00","LARCENY-FROM VEHICLE",-84.39147,33.75869,22
2014-12-16,"22:00:00","AUTO THEFT",-84.36116,33.71087,22
2014-12-16,"23:00:00","LARCENY-FROM VEHICLE",-84.30211,33.75279,23
2014-12-16,"6:45:00","LARCENY-FROM VEHICLE",-84.29736,33.75408,6
2014-12-16,"16:30:00","LARCENY-FROM VEHICLE",-84.45989,33.78331,16
2014-12-15,"1:00:00","AUTO THEFT",-84.39761,33.76627,1
2014-12-15,"21:00:00","LARCENY-FROM VEHICLE",-84.37356,33.82116,21
2014-12-16,"19:00:00","AUTO THEFT",-84.39442,33.74114,19
2014-12-16,"7:00:00","LARCENY-FROM VEHICLE",-84.38453,33.77615,7
2014-12-16,"7:40:00","AUTO THEFT",-84.31504,33.76072,7
2014-12-16,"2:30:00","LARCENY-FROM VEHICLE",-84.29966,33.75044,2
2014-12-16,"0:00:00","LARCENY-FROM VEHICLE",-84.34977,33.82363,0
2014-12-16,"3:00:00","LARCENY-FROM VEHICLE",-84.39645,33.76655,3
2014-12-14,"23:15:00","BURGLARY-NONRES",-84.43575,33.78729,23
2014-12-16,"3:30:00","BURGLARY-NONRES",-84.37696,33.75182,3
2014-12-16,"20:00:00","LARCENY-NON VEHICLE",-84.37436,33.65466,20
2014-12-16,"17:00:00","LARCENY-FROM VEHICLE",-84.47435,33.7436,17
2014-12-16,"3:40:00","AUTO THEFT",-84.48788,33.75392,3
2014-12-14,"16:00:00","LARCENY-NON VEHICLE",-84.41187,33.76263,16
2014-12-16,"8:50:00","LARCENY-FROM VEHICLE",-84.50389,33.75811,8
2014-12-16,"7:00:00","AUTO THEFT",-84.36085,33.69237,7
2014-12-16,"18:00:00","BURGLARY-NONRES",-84.38701,33.66274,18
2014-12-16,"16:00:00","LARCENY-NON VEHICLE",-84.43837,33.75955,16
2014-12-16,"23:40:00","BURGLARY-NONRES",-84.36187,33.67102,23
2014-12-16,"17:00:00","BURGLARY-RESIDENCE",-84.37526,33.71587,17
2014-12-16,"0:30:00","LARCENY-NON VEHICLE",-84.38836,33.65302,0
2014-12-11,"21:30:00","AUTO THEFT",-84.36347,33.73194,21
2014-12-16,"4:30:00","BURGLARY-NONRES",-84.37912,33.83883,4
2014-12-16,"10:00:00","BURGLARY-RESIDENCE",-84.4631,33.81738,10
2014-12-16,"9:00:00","LARCENY-NON VEHICLE",-84.44916,33.71113,9
2014-12-16,"9:45:00","ROBBERY-PEDESTRIAN",-84.39126,33.7527,9
2014-12-13,"10:00:00","LARCENY-FROM VEHICLE",-84.42149,33.75234,10
2014-12-16,"13:00:00","LARCENY-NON VEHICLE",-84.42823,33.71741,13
2014-12-16,"11:59:00","AUTO THEFT",-84.40488,33.7399,11
2014-12-16,"10:25:00","LARCENY-NON VEHICLE",-84.36328,33.82403,10
2014-12-16,"8:30:00","AUTO THEFT",-84.4214,33.75735,8
2014-12-16,"15:00:00","BURGLARY-NONRES",-84.4372,33.75305,15
2014-12-16,"20:00:00","AGG ASSAULT",-84.39067,33.67273,20
2014-12-16,"10:00:00","LARCENY-FROM VEHICLE",-84.45225,33.77036,10
2014-11-01,"3:00:00","LARCENY-NON VEHICLE",-84.44084,33.81801,3
2014-12-16,"0:01:00","LARCENY-NON VEHICLE",-84.36379,33.77477,0
2014-12-16,"11:40:00","LARCENY-NON VEHICLE",-84.41772,33.73799,11
2014-12-16,"11:45:00","LARCENY-NON VEHICLE",-84.49452,33.78735,11
2014-12-16,"11:59:00","AGG ASSAULT",-84.35838,33.68849,11
2014-12-16,"16:30:00","BURGLARY-NONRES",-84.40896,33.80406,16
2014-12-16,"11:40:00","BURGLARY-RESIDENCE",-84.39574,33.68993,11
2014-12-16,"22:00:00","BURGLARY-NONRES",-84.38454,33.87081,22
2014-12-16,"18:00:00","AUTO THEFT",-84.4026,33.7404,18
2014-12-16,"22:00:00","AGG ASSAULT",-84.40791,33.76416,22
2014-12-16,"10:00:00","BURGLARY-RESIDENCE",-84.43949,33.73645,10
2014-12-16,"0:30:00","LARCENY-FROM VEHICLE",-84.38345,33.7818,0
2014-12-16,"17:00:00","LARCENY-NON VEHICLE",-84.42207,33.78868,17
2014-12-16,"12:20:00","AUTO THEFT",-84.4937,33.68077,12
2014-12-16,"12:26:00","LARCENY-NON VEHICLE",-84.37575,33.694,12
2014-12-16,"12:25:00","BURGLARY-RESIDENCE",-84.35447,33.76612,12
2014-12-15,"15:30:00","LARCENY-FROM VEHICLE",-84.36822,33.74597,15
